claimid,claim,doi,link,abstitle,abssentid,abssent,labels,
11,Using toilet paper as a barrier between your derriere and a toilet seat poses more health risks than just sitting down without a barrier.,10.1128/AEM.01030-13,https://www.snopes.com/fact-check/toilet-paper-on-toilet-seat/,Transfer Efficiency of Bacteria and Viruses from Porous and Nonporous Fomites to Fingers under Different Relative Humidity Conditions,4,"Escherichia coli, Staphylococcus aureus, Bacillus thuringiensis, MS2 coliphage, and poliovirus 1 were placed on fomites in 10-μl drops and allowed to dry for 30 min under low (15% to 32%) or high (40% to 65%) relative humidity.",N, 
11,Using toilet paper as a barrier between your derriere and a toilet seat poses more health risks than just sitting down without a barrier.,10.1128/AEM.01030-13,https://www.snopes.com/fact-check/toilet-paper-on-toilet-seat/,Transfer Efficiency of Bacteria and Viruses from Porous and Nonporous Fomites to Fingers under Different Relative Humidity Conditions,5,Fomite-to-finger transfers were performed using 1.0 kg/cm2 of pressure for 10 s. Transfer efficiencies were greater under high relative humidity for both porous and nonporous surfaces.,N, 
11,Using toilet paper as a barrier between your derriere and a toilet seat poses more health risks than just sitting down without a barrier.,10.1128/AEM.01030-13,https://www.snopes.com/fact-check/toilet-paper-on-toilet-seat/,Transfer Efficiency of Bacteria and Viruses from Porous and Nonporous Fomites to Fingers under Different Relative Humidity Conditions,6,Most organisms on average had greater transfer efficiencies under high relative humidity than under low relative humidity.,N, 
11,Using toilet paper as a barrier between your derriere and a toilet seat poses more health risks than just sitting down without a barrier.,10.1128/AEM.01030-13,https://www.snopes.com/fact-check/toilet-paper-on-toilet-seat/,Transfer Efficiency of Bacteria and Viruses from Porous and Nonporous Fomites to Fingers under Different Relative Humidity Conditions,7,"Nonporous surfaces had a greater transfer efficiency (up to 57%) than porous surfaces (<6.8%) under low relative humidity, as well as under high relative humidity (nonporous, up to 79.5%; porous, <13.4%).",N, 
11,Using toilet paper as a barrier between your derriere and a toilet seat poses more health risks than just sitting down without a barrier.,10.1128/AEM.01030-13,https://www.snopes.com/fact-check/toilet-paper-on-toilet-seat/,Transfer Efficiency of Bacteria and Viruses from Porous and Nonporous Fomites to Fingers under Different Relative Humidity Conditions,8,Transfer efficiency also varied with fomite material and organism type.,N, 
11,Using toilet paper as a barrier between your derriere and a toilet seat poses more health risks than just sitting down without a barrier.,10.1128/AEM.01030-13,https://www.snopes.com/fact-check/toilet-paper-on-toilet-seat/,Transfer Efficiency of Bacteria and Viruses from Porous and Nonporous Fomites to Fingers under Different Relative Humidity Conditions,9,The data generated can be used in quantitative microbial risk assessment models to assess the risk of infection from fomite-transmitted human pathogens and the relative levels of exposure to different types of fomites and microorganisms.,N, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,1,"The declining prevalence of left-handed individuals with increasing age has led to two main avenues of hypotheses; the association is due either (1) to a birth cohort effect and/or an age effect caused by a switch to right-handedness with advancing age or (2) to mortality selection that reduces survival in left-handed individuals, or both.",N, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,2,"It is uncertain whether a cohort or age effect can explain the decline in age-related prevalence, and conflicting evidence exists in favor of the mortality hypothesis.",N, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,3,We compared mortality in a subgroup of 118 opposite-handed twin pairs by counting in how many instances the right-handed twin died first.,N, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,4,There was no evidence of differential survival between right-handed and non-right-handed individuals in the entire 1900–1910 cohort.,R, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,5,"With respect to the number of right-handed twins who died first, there was no material disadvantage among those who were not right-handed.",R, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,6,"In 60% (95% confidence interval = 49.0–71.5%) of dizygotic pairs, the right-handed twins died first.",R, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,7,"In 50% of monozygotic pairs, right-handed twins died first.",R, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,8,The prevalence of not being right-handed was higher among males (9.2%) than females (6.5%); there was a similar frequency of non-right-handedness in monozygotic (8.0%) and dizygotic (7.8%) twins.,N, 
12,"Left-handed people, on average, die younger than right-handed people.",10.1097/00001648-200009000-00014,https://www.snopes.com/fact-check/left-hand-right-hand-death/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,9,We did not find evidence of excess mortality among non-right-handed adult twins in this follow-up study.,R, 
13,"Placing a raw, cut onion in contact with your foot overnight “purifies your blood”, removes “toxins”, and heals your body.",10.1016/j.fct.2003.12.010,https://www.snopes.com/fact-check/onion-in-your-sock-cure/,The effects of allyl sulfides on the induction of phase II detoxification enzymes and liver injury by carbon tetrachloride.,1,"Allyl sulfides, e.g., diallyl sulfide (DAS), diallyl disulfide (DADS), and diallyl trisulfide (DATS), are principal constituents of garlic oil.",N, 
13,"Placing a raw, cut onion in contact with your foot overnight “purifies your blood”, removes “toxins”, and heals your body.",10.1016/j.fct.2003.12.010,https://www.snopes.com/fact-check/onion-in-your-sock-cure/,The effects of allyl sulfides on the induction of phase II detoxification enzymes and liver injury by carbon tetrachloride.,2,"In the present study, we investigated the in vivo effect of these sulfides on the phase I and phase II drug-metabolizing enzymes, and elucidated their structure-function relationship.",N, 
13,"Placing a raw, cut onion in contact with your foot overnight “purifies your blood”, removes “toxins”, and heals your body.",10.1016/j.fct.2003.12.010,https://www.snopes.com/fact-check/onion-in-your-sock-cure/,The effects of allyl sulfides on the induction of phase II detoxification enzymes and liver injury by carbon tetrachloride.,3,A highly purified form of each sulfide (more than 99% purity) was administered i.p.,N, 
13,"Placing a raw, cut onion in contact with your foot overnight “purifies your blood”, removes “toxins”, and heals your body.",10.1016/j.fct.2003.12.010,https://www.snopes.com/fact-check/onion-in-your-sock-cure/,The effects of allyl sulfides on the induction of phase II detoxification enzymes and liver injury by carbon tetrachloride.,4,as a bolus to rats at a concentration of 10 or 100 μmol/kg body weight for 14 consecutive days.,N, 
13,"Placing a raw, cut onion in contact with your foot overnight “purifies your blood”, removes “toxins”, and heals your body.",10.1016/j.fct.2003.12.010,https://www.snopes.com/fact-check/onion-in-your-sock-cure/,The effects of allyl sulfides on the induction of phase II detoxification enzymes and liver injury by carbon tetrachloride.,5,"As to the phase I enzymes, DAS (100 μmol/kg) slightly but significantly increased cytochrome P-450 (CYP) 2E1 activity (1.6-fold vs. control), whereas DADS and DATS did not affect it or the hepatic total CYP level or CYP1A1/2 activity.",N, 
